name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;307;0;376;3079;1824;3079;1847;0
header;236;147;236;182;1839;182;1839;147
A;1825;86;1825;86;1825;86;1825;86
A;1036;208;1036;233;1056;233;1056;208
B;449;300;449;318;463;318;463;300
A;1406;320;1406;320;1407;320;1407;320
A;360;382;360;383;361;383;361;382
A;1474;490;1474;496;1479;496;1479;490
B;1032;978;1032;1006;1052;1006;1052;978
B;1814;991;1814;1008;1839;1008;1839;991
C;437;1220;437;1240;452;1240;452;1220
C;1022;1578;1022;1607;1043;1607;1043;1578
D;992;1848;992;1874;1010;1874;1010;1848
D;1027;2222;1027;2249;1047;2249;1047;2222
